-8.6 0.0241 0.117 1
-8.2 0.0311 0.14 1
-7.8 0.0397 0.167 1
-7.4 0.0502 0.197 1
-7 0.0628 0.23 1
-6.6 0.0777 0.267 1
-6.2 0.0951 0.306 1
-5.8 0.115 0.348 1
-5.4 0.138 0.393 1
-5 0.164 0.439 1
-4.6 0.192 0.487 1
-4.2 0.223 0.535 1
-3.8 0.257 0.583 1
-3.4 0.294 0.63 1
-3 0.332 0.676 1
-2.6 0.373 0.719 1
-2.2 0.415 0.759 1
-1.8 0.457 0.796 1
-1.4 0.501 0.828 1
-1 0.545 0.856 1
-0.6 0.588 0.879 1
-0.2 0.63 0.897 1.11
0.2 0.671 0.91 1.12
0.6 0.71 0.919 1.14
1 0.747 0.923 1.15
1.4 0.782 0.924 1.16
1.8 0.815 0.923 1.17
2.2 0.845 0.918 1.18
2.6 0.873 0.913 1.18
3 0.898 0.906 1.19
3.4 0.921 0.9 1.19
3.8 0.942 0.894 1.18
4.2 0.962 0.889 1.17
4.6 0.982 0.887 1.16
5 1 0.886 1.14
5.4 1.02 0.887 1.12
5.8 1.04 0.889 1.09
6.2 1.06 0.894 1.05
6.6 1.08 0.9 1.01
7 1.1 0.906 0.966
7.4 1.13 0.913 0.916
7.8 1.15 0.918 0.862
8.2 1.18 0.923 0.805
8.6 1.22 0.924 0.746
9 1.25 0.923 0.686
9.4 1.29 0.919 0.626
9.8 1.33 0.91 0.567
10.2 1.37 0.897 0.511
10.6 1.41 0.879 0.457
11 1.46 0.856 0.406
11.4 1.5 0.828 0.358
11.8 1.54 0.796 0.314
12.2 1.58 0.759 0.274
12.6 1.63 0.719 0.237
13 1.67 0.676 0.204
13.4 1.71 0.63 0.175
13.8 1.74 0.583 0.149
14.2 1.78 0.535 0.125
14.6 1.81 0.487 0.105
15 1.84 0.439 0.0876
15.4 1.86 0.393 0.0724
15.8 1.88 0.348 0.0594
16.2 1.91 0.306 0.0485
16.6 1.92 0.267 0.0393
17 1.94 0.23 0.0316
17.4 1.95 0.197 0.0254
17.8 1.96 0.167 0.0202
18.2 1.97 0.14 0.0161
18.6 1.98 0.117 0.0127
19 1.98 0.0966 0.01
19.4 1.99 0.0792 0.00789
19.8 1.99 0.0646 0.00619
20.2 1.99 0.0523 0.00486
20.6 1.99 0.0421 0.0038
21 2 0.0337 0.00298
21.4 2 0.0269 0.00232
21.8 2 0.0214 0.00181
22.2 2 0.017 0.00142
22.6 2 0.0135 0.0011
23 2 0.0106 0.000861
23.4 2 0.00842 0.000671
23.8 2 0.00667 0.000524
24.2 2 0.00527 0.000408
24.6 2 0.00417 0.000318
25 2 0.0033 0.000248
25.4 2 0.00261 0.000193
25.8 2 0.00207 0.00015
26.2 2 0.00163 0.000117
26.6 2 0.00129 9.12e-05
27 2 0.00102 7.1e-05
27.4 2 0.000807 5.53e-05
27.8 2 0.00064 4.31e-05
28.2 2 0.000506 3.36e-05
28.6 2 0.0004 2.61e-05
29 2 0.000317 2.04e-05
