-6.1 0.0237 0.0781 1
-5.7 0.0365 0.1 1
-5.3 0.0517 0.125 1
-4.9 0.0712 0.152 1
-4.5 0.0948 0.182 1
-4.1 0.121 0.222 1
-3.7 0.152 0.269 1
-3.2 0.198 0.299 1
-2.8 0.236 0.341 1
-2.2 0.298 0.385 1
-1.8 0.343 0.427 1
-1.4 0.392 0.47 1
-1 0.441 0.512 1
-0.6 0.492 0.552 1
-0.1 0.556 0.59 1
0.3 0.607 0.624 1
0.7 0.658 0.654 1
1.2 0.718 0.679 1
1.6 0.763 0.698 1.2
2.1 0.811 0.716 1.26
2.5 0.847 0.722 1.32
2.9 0.882 0.733 1.35
3.4 0.916 0.731 1.41
3.8 0.939 0.735 1.48
4.2 0.959 0.73 1.53
4.6 0.974 0.722 1.55
5 0.987 0.717 1.56
5.4 0.996 0.707 1.57
5.8 1 0.701 1.57
6.2 1.01 0.695 1.56
6.6 1.01 0.69 1.57
7 1.01 0.678 1.57
7.4 1.01 0.673 1.57
7.8 1.01 0.672 1.57
8.2 1 0.668 1.57
8.6 1 0.667 1.58
9 1 0.667 1.58
9.4 1 0.668 1.58
9.8 1 0.668 1.58
10.2 1 0.669 1.58
10.6 1 0.669 1.58
11 1 0.669 1.58
11.4 1 0.669 1.58
11.8 1 0.669 1.58
12.2 0.999 0.668 1.58
12.6 0.999 0.668 1.58
13 0.998 0.667 1.58
13.4 0.997 0.667 1.58
13.8 0.996 0.668 1.59
14.2 0.995 0.672 1.59
14.6 0.994 0.673 1.59
15 0.994 0.678 1.59
15.4 0.992 0.69 1.59
15.8 0.992 0.695 1.59
16.2 0.997 0.701 1.57
16.6 1 0.707 1.55
17 1.01 0.717 1.52
17.4 1.03 0.722 1.47
17.8 1.04 0.73 1.41
18.2 1.06 0.735 1.31
18.6 1.08 0.731 1.19
19.1 1.12 0.733 1.06
19.5 1.15 0.722 0.967
19.9 1.19 0.716 0.862
20.4 1.24 0.698 0.743
20.8 1.28 0.679 0.636
21.3 1.34 0.654 0.544
21.7 1.39 0.624 0.48
22.1 1.44 0.59 0.407
22.6 1.51 0.552 0.345
23 1.56 0.512 0.293
23.4 1.61 0.47 0.245
23.8 1.66 0.427 0.215
24.2 1.7 0.385 0.175
24.8 1.76 0.341 0.131
25.2 1.8 0.299 0.0933
25.7 1.85 0.269 0.0716
26.1 1.88 0.222 0.0663
26.5 1.9 0.182 0.0514
26.9 1.93 0.152 0.0362
27.3 1.95 0.125 0.0239
27.7 1.96 0.1 0.0148
28.1 1.98 0.0781 0.00874
28.5 1.99 0.0578 0.00494
28.9 1.99 0.0387 0.00272
29.3 2 0.0303 0.00147
29.7 2 0.0167 0.000794
30.1 2 0.0116 0.000426
30.5 2 0.0027 0.000229
30.9 2 0.00229 0.000123
31.3 2 0 6.56e-05
31.7 2 0 3.51e-05
32.1 2 0 1.88e-05
32.5 2 0 1.01e-05
32.9 2 0 5.39e-06
33.3 2 0 2.89e-06
33.7 2 0 1.54e-06
34.1 2 0 8.27e-07
34.5 2 0 4.43e-07
34.9 2 0 2.37e-07
35.3 2 0 1.27e-07
35.7 2 0 6.79e-08
36.1 2 0 3.63e-08
36.5 2 0 1.94e-08
36.9 2 0 1.04e-08
37.3 2 0 5.57e-09
37.7 2 0 3e-09
38.1 2 0 1.59e-09
38.5 2 0 7.93e-10
39.1 2 0 3.37e-10
39.9 2 0 1.1e-10
40.3 2 0 4.39e-11
40.7 2 0 2.25e-11
41.1 2 0 1.47e-11
41.5 2 0 7.86e-12
41.9 2 0 4.21e-12
42.3 2 0 2.25e-12
42.7 2 0 1.21e-12
43.1 2 0 6.46e-13
43.5 2 0 3.46e-13
43.9 2 0 1.85e-13
44.3 2 0 9.93e-14
44.7 2 1.33e-10 5.27e-14
45.1 2 5.1e-10 2.72e-14
45.6 2 7.8e-10 1.32e-14
46 2 1.02e-09 5.93e-15
46.6 2 1.25e-09 2.87e-15
47 2 1.47e-09 1.26e-15
47.4 2 1.64e-09 7.8e-16
47.8 2 1.73e-09 4.17e-16
48.2 2 1.84e-09 2.23e-16
48.6 2 1.98e-09 1.17e-16
49 2 2.12e-09 6.22e-17
