3.062068965517241281e+00 8.743373170775257108e-01 5.351456516273144122e-03
3.211751107686380280e+00 8.871215012887716522e-01 5.429703211874771333e-03
3.361433249855519279e+00 8.996109959632592190e-01 5.506146234899509523e-03
3.511115392024657833e+00 9.118097320553189000e-01 5.580809645090385566e-03
3.660797534193796832e+00 9.237216161362259426e-01 5.653717352951844778e-03
3.810479676362935830e+00 9.353505303942001303e-01 5.724893119749751777e-03
3.960161818532074385e+00 9.467003326344056724e-01 5.794360557511388753e-03
4.109843960701213383e+00 9.577748562789516473e-01 5.862143129025457200e-03
4.259526102870352382e+00 9.685779103668914480e-01 5.928264147842077919e-03
4.409208245039491381e+00 9.791132795542228928e-01 5.992746778272787546e-03
4.558890387208630379e+00 9.893847241138887805e-01 6.055614035390543756e-03
4.708572529377768490e+00 9.993959799357761131e-01 6.116888785029722664e-03
4.858254671546907488e+00 1.009150758526716762e+00 6.176593743786117953e-03
5.007936813716046487e+00 1.018652747010487136e+00 6.234751479016943480e-03
5.157618955885185485e+00 1.027905608127807735e+00 6.291384408840828939e-03
5.307301098054324484e+00 1.036912980236344151e+00 6.346514802137825061e-03
5.456983240223463483e+00 1.045678477310706400e+00 6.400164778549400149e-03
5.606665382392602481e+00 1.054205688942448926e+00 6.452356308478440945e-03
5.756347524561741480e+00 1.062498180340071485e+00 6.503111213089256097e-03
5.906029666730880479e+00 1.070559492329016704e+00 6.552451164307564885e-03
6.055711808900019477e+00 1.078393141351673634e+00 6.600397684820513700e-03
6.205393951069158476e+00 1.086002619467374863e+00 6.646972148076662167e-03
6.355076093238296586e+00 1.093391394352397628e+00 6.692195778285990951e-03
6.504758235407435585e+00 1.100562909299964254e+00 6.736089650419900023e-03
6.654440377576574583e+00 1.107520583220241051e+00 6.778674690211204321e-03
6.804122519745713582e+00 1.114267810640339196e+00 6.819971674154141558e-03
6.953804661914852581e+00 1.120807961704314071e+00 6.860001229504362683e-03
7.103486804083991579e+00 1.127144382173166370e+00 6.898783834278944885e-03
7.253168946253129690e+00 1.133280393424840771e+00 6.936339817256378590e-03
7.402851088422268688e+00 1.139219292454226595e+00 6.972689357976572661e-03
7.552533230591407687e+00 1.144964351873157593e+00 7.007852486740855265e-03
7.702215372760546686e+00 1.150518819910412383e+00 7.041849084611974743e-03
7.851897514929685684e+00 1.155885920411714451e+00 7.074698883414098742e-03
8.001579657098824683e+00 1.161068852839731047e+00 7.106421465732809875e-03
8.151261799267963681e+00 1.166070792274074286e+00 7.137036264915110929e-03
8.300943941437102680e+00 1.170894889411301154e+00 7.166562565069423130e-03
8.450626083606241679e+00 1.175544270564912619e+00 7.195019501065585271e-03
8.600308225775378901e+00 1.180022037665355183e+00 7.222426058534860659e-03
8.749990367944519676e+00 1.184331268260019110e+00 7.248801073869924096e-03
8.899672510113656898e+00 1.188475015513239308e+00 7.274163234224870558e-03
9.049354652282797673e+00 1.192456308206295557e+00 7.298531077515216930e-03
9.199036794451934895e+00 1.196278150737411838e+00 7.321922992417893329e-03
9.348718936621075670e+00 1.199943523121757227e+00 7.344357218371254381e-03
9.498401078790212892e+00 1.203455380991444557e+00 7.365851845575067079e-03
9.648083220959351891e+00 1.206816655595532195e+00 7.386424814990523793e-03
9.797765363128490890e+00 1.210030253800022271e+00 7.406093918340229260e-03
9.947447505297629888e+00 1.213099058087862225e+00 7.424876798108211856e-03
1.009712964746676889e+01 1.216025926558943038e+00 7.442790947539914062e-03
1.024681178963590789e+01 1.218813692930101666e+00 7.459853710642201999e-03
1.039649393180504688e+01 1.221465166535117941e+00 7.476082282183353286e-03
1.054617607397418588e+01 1.223983132324717893e+00 7.491493707693071789e-03
1.069585821614332488e+01 1.226370350866570869e+00 7.506104883462473738e-03
1.084554035831246388e+01 1.228629558345291528e+00 7.519932556544098139e-03
1.099522250048160288e+01 1.230763466562438957e+00 7.532993324751901566e-03
1.114490464265074188e+01 1.232774762936516666e+00 7.545303636661259035e-03
1.129458678481988088e+01 1.234666110502972591e+00 7.556879791608961394e-03
1.144426892698901810e+01 1.236440147914199539e+00 7.567737939693221401e-03
1.159395106915815710e+01 1.238099489439535184e+00 7.577894081773672852e-03
1.174363321132729610e+01 1.239646724965260738e+00 7.587364069471361043e-03
1.189331535349643509e+01 1.241084419994602728e+00 7.596163605168752310e-03
1.204299749566557409e+01 1.242415115647732549e+00 7.604308242009738365e-03
1.219267963783471309e+01 1.243641328661765355e+00 7.611813383899618951e-03
1.234236178000385209e+01 1.244765551390761171e+00 7.618694285505119186e-03
1.249204392217299109e+01 1.245790251805725113e+00 7.624966052254381760e-03
1.264172606434213009e+01 1.246717873494605833e+00 7.630643640336965197e-03
1.279140820651126909e+01 1.247550835662297963e+00 7.635741856703852533e-03
1.294109034868040808e+01 1.248291533130638786e+00 7.640275359067434831e-03
1.309077249084954708e+01 1.248942336338412229e+00 7.644258655901535471e-03
1.324045463301868608e+01 1.249505591341345534e+00 7.647706106441386729e-03
1.339013677518782508e+01 1.249983619812110369e+00 7.650631920683639321e-03
1.353981891735696408e+01 1.250378719040323938e+00 7.653050159386369337e-03
1.368950105952610308e+01 1.250693161932546982e+00 7.654974734069064368e-03
1.383918320169524208e+01 1.250929197012285332e+00 7.656419407012633044e-03
1.398886534386437930e+01 1.251089048419989691e+00 7.657397791259406769e-03
1.413854748603351830e+01 1.251174915913054964e+00 7.657923350613131050e-03
1.428822962820265730e+01 1.251188974865820480e+00 7.658009399638969830e-03
1.443791177037179629e+01 1.251133376269570219e+00 7.657669103663506359e-03
1.458759391254093529e+01 1.251010246732532583e+00 7.656915478774741456e-03
1.473727605471007429e+01 1.250821688479881511e+00 7.655761391822099582e-03
1.488695819687921329e+01 1.250569779353734035e+00 7.654219560416416698e-03
1.503664033904835229e+01 1.250256572813152722e+00 7.652302552929952408e-03
1.518632248121749129e+01 1.249884097934144567e+00 7.650022788496382148e-03
1.533600462338663029e+01 1.249454359409660764e+00 7.647392537010800663e-03
1.548568676555576928e+01 1.248969337549597380e+00 7.644423919129722002e-03
1.563536890772490828e+01 1.248430988280795795e+00 7.641128906271082120e-03
1.578505104989404728e+01 1.247841243147040258e+00 7.637519320614226739e-03
1.593473319206318628e+01 1.247202009309060333e+00 7.633606835099923486e-03
1.608441533423232528e+01 1.246515169544531343e+00 7.629402973430367968e-03
1.623409747640146250e+01 1.245782582248071257e+00 7.624919110069161218e-03
1.638377961857059972e+01 1.245006081431243805e+00 7.620166470241328781e-03
1.653346176073974050e+01 1.244187476722557140e+00 7.615156129933316372e-03
1.668314390290888127e+01 1.243328553367463396e+00 7.609899015892982940e-03
1.683282604507801850e+01 1.242431072228360467e+00 7.604405905629614548e-03
1.698250818724715572e+01 1.241496769784589116e+00 7.598687427413904419e-03
1.713219032941629649e+01 1.240527358132436531e+00 7.592754060277976356e-03
1.728187247158543727e+01 1.239524524985132548e+00 7.586616134015361328e-03
1.743155461375457449e+01 1.238489933672853649e+00 7.580283829181020880e-03
1.758123675592371171e+01 1.237425223142719188e+00 7.573767177091324590e-03
1.773091889809285249e+01 1.236332007958793611e+00 7.567076059824064810e-03
1.788060104026199326e+01 1.235211878302086674e+00 7.560220210218455798e-03
1.803028318243113048e+01 1.234066399970551231e+00 7.553209211875122446e-03
1.817996532460026771e+01 1.232897114379086112e+00 7.546052499156115888e-03
1.832964746676940848e+01 1.231705538559533686e+00 7.538759357184901359e-03
1.847932960893854926e+01 1.230493165160681635e+00 7.531338921846365136e-03
1.862901175110768648e+01 1.229261462448261844e+00 7.523800179786811065e-03
1.877869389327682370e+01 1.228011874304951068e+00 7.516151968413962298e-03
1.892837603544596448e+01 1.226745820230370043e+00 7.508402975896958688e-03
